relationship_id,entity_id_a,entity_id_b,relationship_type,role_a,role_b
rel-0001014,Q1396860,NK-U6mUa3Ah7YFZcpaeDTEqKk,Ownership,owner,asset
rel-0001015,Q16214810,NK-f276CTc72sLRzDzyqr7QYc,Ownership,owner,asset
rel-0001016,NK-Zc6o4Z5D94X6P9SZ5Ewb7H,NK-WPhBivmNi8ar5wHLb3Nk9q,Ownership,owner,asset
rel-0001017,NK-ZMNcxqwEikFbVph3MgHhyT,NK-QEoxiZhq25JqeMZmK7ybm8,Ownership,owner,asset
rel-0001018,NK-Zi7ccTjftTTfka6egtJuVW,NK-SQynuvDVcfij8uqXTyoddA,Ownership,owner,asset
rel-0001019,NK-cKhD7RUcGqa9iWAbmh9mke,NK-npdZSrDYbpdVnmUndsGzzA,UnknownLink,subject,object
rel-0001020,NK-NigVND5g3iTLSuZamKHsk5,ofac-47170,Ownership,owner,asset
rel-0001021,NK-GTRRJ84edrgBRFsSkvqqxW,NK-nd2nsCDdEwpeXRZku44n8Z,Ownership,owner,asset
rel-0001022,NK-7j2dwpEk2Szc92bEeuqEAd,NK-MzDaidPRs3ccghN6HYQxrM,Directorship,director,organization
rel-0001023,NK-P7DotjxhpxznfyL3DUTEUA,ofac-43216,Ownership,owner,asset
rel-0001024,NK-kDpnd4MaGzPj73wiDYNUzD,NK-drMMbSL6CjJSz7Bth2igjS,Ownership,owner,asset
rel-0001025,NK-KZAfWVvSzRxkHymUM8hqXq,NK-8rsjkoJGtZ7KCB2ivkvXGY,Ownership,owner,asset
rel-0001026,NK-Ngs64U95ca7uDRyericGgn,NK-9ZwpQsJnPrXZ9L732PxX6Z,UnknownLink,subject,object
rel-0001027,NK-b3fcbf4CHMfChZi52uVcjS,NK-nKwQQSQiZkZp4AKaH6Ws73,Ownership,owner,asset
rel-0001028,NK-Zi7ccTjftTTfka6egtJuVW,NK-4jrrXGyRPWuDWRuzQHBCXU,Ownership,owner,asset
rel-0001029,NK-TsjMHrPvV8bujEQSEtpm8o,NK-6hE5b8JoTSHWSY6cAV6Awi,Ownership,owner,asset
rel-0001030,NK-P7DotjxhpxznfyL3DUTEUA,ofac-43218,Ownership,owner,asset
rel-0001031,NK-4kTmUo7YtvR8ktpQqhTXbu,NK-Yfxk62ToF9Khg2QrJDF3kg,UnknownLink,subject,object
rel-0001032,Q130478728,Q96375926,UnknownLink,subject,object
rel-0001033,NK-kNULoiM7XfTYeWLtTZ4UHg,NK-jw4ZFs7hDbfUf746NQGhJe,Ownership,owner,asset
rel-0001034,NK-jVMnHnF9TVbugRMSwdCNpG,NK-hnMB7VrK8aau5tdJAMkb3o,Ownership,owner,asset
rel-0001035,NK-PtQcsMraBMBZ3REdcJ4FKP,NK-cisyoLaMChLz4CyCWREGJq,Ownership,owner,asset
rel-0001036,Q301641,NK-A772ak6sq6vF78koiXQBed,Ownership,owner,asset
rel-0001037,NK-b3fcbf4CHMfChZi52uVcjS,NK-DEJBDA9zYtRwBCQARsbZ9p,Ownership,owner,asset
rel-0001038,NK-P7DotjxhpxznfyL3DUTEUA,ofac-43155,Ownership,owner,asset
rel-0001039,NK-QshH5t2Vu8uNjMSsmJNeaU,NK-EWuRRyTTRGRHdhwSrD8eiv,Ownership,owner,asset
rel-0001040,NK-8LkfcTE8w2m37j6QKovDPj,NK-VbZh6BfXbeW8C7kHmyq8Rm,UnknownLink,subject,object
rel-0001041,NK-nsy3JSHjVkTWnCNPVhRAv2,NK-bnzSAJjGsVu474aUBhuagc,Ownership,owner,asset
rel-0001042,NK-7K6aFVAVzdkgPcSb3L6mxt,NK-4KMVVkhLJh5XZCXetqHGtj,Ownership,owner,asset
rel-0001043,NK-huhVBvmUWSM7RvknR77wML,NK-kvJ3doQnWUGSJfPgK6VT7g,Ownership,owner,asset
rel-0001044,NK-eRmwUfk3rVngHaYVPbUWUW,NK-AvTyDm4pVE32i4tdLDJCsS,Ownership,owner,asset
rel-0001045,NK-8hzc4CybKsWXa9tYmxZGQK,NK-fyTQGEJEQgLXYPrfVHpKtg,Ownership,owner,asset
rel-0001046,NK-7K6aFVAVzdkgPcSb3L6mxt,NK-k776jKAgnShKHswKQWwRXs,Ownership,owner,asset
rel-0001047,Q503147,NK-bPQuf6y4YmPpMsqv34Ztes,Ownership,owner,asset
rel-0001048,ofac-be19e35c5eacdac60672876a1fbe7b3ccb2edda9,ofac-47170,Ownership,owner,asset
rel-0001049,NK-PaeCJbCwtbZmDT6JYC7bVN,NK-CHErLH2sfYm2kagr8sM9Fv,Ownership,owner,asset
rel-0001050,NK-6LAhvEwAXct8xiW5UxQLhE,NK-HVFgCr9nzUa6YiPRnkXuWz,Ownership,owner,asset
rel-0001051,NK-b3fcbf4CHMfChZi52uVcjS,NK-KprS3bnKCXA58jabDrARWv,Ownership,owner,asset
rel-0001052,NK-Zc6o4Z5D94X6P9SZ5Ewb7H,NK-4XXr5982WfczDsArpC2eTw,Ownership,owner,asset
rel-0001053,NK-jqXHr8jsSFcyJZjkP7Jmvd,NK-bS5LRhepChEoMeZTNakoFH,Ownership,owner,asset
rel-0001054,NK-aGsVDFRZnx5yvZAzspDRe4,NK-PNMayvpvtMCjosnaWWrgd8,Ownership,owner,asset
rel-0001055,NK-nyUVjzxj99v2wv64fbru5S,NK-esY7fRZz5VPXwaZ5p7j7XM,UnknownLink,subject,object
rel-0001056,Q55107083,NK-L4FKA2Hhmzv7RYZj9jFtis,Ownership,owner,asset
rel-0001057,NK-nmNzZevsvXt6QiCqDAvpFb,NK-iQEkHYJeHQdNKSbuG98FHC,Ownership,owner,asset
rel-0001058,NK-h2LzwXnBSvkcY59NZAHVbg,NK-9Zfctc866cxwfi2KPaetQE,UnknownLink,subject,object
rel-0001059,NK-cW7V3Pf739N7PpoCDjS8Zh,Q134691742,UnknownLink,subject,object
rel-0001060,NK-P7DotjxhpxznfyL3DUTEUA,ofac-43180,Ownership,owner,asset
rel-0001061,NK-8pZKs6UTLzaQfrk3yWQ7YU,NK-LCgNUUtBojKLyXRZMnGm32,Ownership,owner,asset
rel-0001062,NK-j3KuTUkrRByn3SoP79NUVF,NK-nFg77q6vHJLmSUp8mm3pPS,Directorship,director,organization
rel-0001063,NK-eRmwUfk3rVngHaYVPbUWUW,NK-74aeUiEKokZcSdD9rJWMro,Ownership,owner,asset
rel-0001064,NK-Da9fL2JCuFuTCV3aUTFEMN,NK-Sq6UgFyg3TsBop3SSs9SFq,Ownership,owner,asset
rel-0001065,NK-jqXHr8jsSFcyJZjkP7Jmvd,NK-KqpybwMoh28sgvSMdXkgV6,Ownership,owner,asset
rel-0001066,NK-gvaoGXc4UUtrWTQUJPH4tD,NK-LSqLFHSaEm45HMAAAtyWHm,Ownership,owner,asset
rel-0001067,NK-fgWLAVaENtPmYynhr9W97J,NK-abKEefPBLDRd6QjBnf3bHD,Ownership,owner,asset
rel-0001068,NK-np5cQfUWw8tmAJYUiUZFnu,NK-kTvcyss2WShuHHgp7rRU6f,Ownership,owner,asset
rel-0001069,NK-fAENUG55X2WjsZ38LcpBSX,NK-eiqhyGTATGjzbCPKkXkVZ2,UnknownLink,subject,object
rel-0001070,Q51120320,NK-keqpr45M5frx8DaRKw24kh,Ownership,owner,asset
rel-0001071,NK-74yYgarGWHAyzNBq5xQkDK,NK-SffvbrXdfQAHCBaDxiMGMM,Ownership,owner,asset
rel-0001072,NK-b3fcbf4CHMfChZi52uVcjS,NK-NCe7airfyChVw699BmiwL4,Ownership,owner,asset
rel-0001073,NK-HoBFkoQqhNrfFsuuTM7Exg,NK-6LBMcWBVqrosBBBXqMJvt8,Ownership,owner,asset
rel-0001074,NK-8aAjgQJcccad2x9sDbi7F7,NK-H4hBJfKa8qpxBhooYJz6VC,Ownership,owner,asset
rel-0001075,NK-UJCNWxqELzFiddsFQakZo9,NK-cXg9cY3SE9aKQRKN4BNKpe,Directorship,director,organization
rel-0001076,NK-ia3K7VUgWXysfrdn5JiFps,NK-npdZSrDYbpdVnmUndsGzzA,UnknownLink,subject,object
rel-0001077,NK-M9hrhqD6kaxAyixiFbHwoA,NK-Yfxk62ToF9Khg2QrJDF3kg,UnknownLink,subject,object
rel-0001078,NK-P7DotjxhpxznfyL3DUTEUA,ofac-43164,Ownership,owner,asset
rel-0001079,NK-dT3riA64faFC33kX6yvTat,NK-ENpxAKbFzVMiFHeEzRU3bm,UnknownLink,subject,object
rel-0001080,NK-gvaoGXc4UUtrWTQUJPH4tD,NK-mYzrMoZpQ7YmpFEHtfTnKp,Ownership,owner,asset
rel-0001081,NK-n392stTnoL96kAV43eGNbA,NK-hzsNvG6xj84xrRkP2Q2UAX,UnknownLink,subject,object
rel-0001082,Q55107083,NK-R4XWRHuUvNHtpZyxGDqDae,Ownership,owner,asset
rel-0001083,NK-87Gb6n4kLFWhqRaNx85LPU,NK-KZFFUx3eSrF3LK9X7uVNz4,Directorship,director,organization
rel-0001084,NK-gKm3Pt6JSfhNSPbCSVwkFN,NK-7UH4nCzqmWCppEYzzrTLKf,Ownership,owner,asset
rel-0001085,NK-RUk78FAfvme3QEDUmrwnUV,NK-ipVrFZf7o3drYzB3jPB6tu,UnknownLink,subject,object
rel-0001086,NK-gd3fmDAo48phB7TfnsCGGQ,NK-ErpasToQ6sL5rajjLV6DtA,Ownership,owner,asset
rel-0001087,NK-bwLZju7TtxiPPxPRtc7foC,NK-4aeQViLRgpZctfsWyZvcj5,UnknownLink,subject,object
rel-0001088,NK-NkGuwJdcxknZxrvwVpYXga,NK-bnzSAJjGsVu474aUBhuagc,UnknownLink,subject,object
rel-0001089,NK-Zc6o4Z5D94X6P9SZ5Ewb7H,NK-93X4Lr4VxJyZWd26KqsWwE,Ownership,owner,asset
rel-0001090,Q16657018,NK-5Vwmay8aCDzoQUkAYuu8Ne,Ownership,owner,asset
rel-0001091,Q98181759,NK-Y4hcmwrMr9WbZ6QkFREbSp,Ownership,owner,asset
rel-0001092,Q55107083,NK-k5CYz8xXnpP6PzcTVSLHaJ,Ownership,owner,asset
rel-0001093,NK-WHELEmmEuu2TqKutsZwZn4,NK-iLS2jEjrcRYhPJPKCJtrWA,UnknownLink,subject,object
rel-0001094,NK-PRSL4tFHtourUqQDdwJWyb,NK-fDnJhdXVCduaq4UiGbfki9,Ownership,owner,asset
rel-0001095,NK-Mkva8zffyZmgrXmiSgKBdy,NK-btMzoFNBguMNzwMzJZtycP,UnknownLink,subject,object
rel-0001096,NK-jEQooMMnT3ky8j4QACFbhs,NK-fhr5Nj5vpkprk5uisBnvfu,Ownership,owner,asset
rel-0001097,NK-Zc6o4Z5D94X6P9SZ5Ewb7H,NK-kUD34heoDZ6GsU3nTBdzzK,Ownership,owner,asset
rel-0001098,NK-dMhepKUGMeUnPBibntHSUa,NK-bXPg2bFxHD92k8iDV4gVAr,Ownership,owner,asset
rel-0001099,NK-XQQCrS9eUruoYTq7Hfhjjm,NK-dqAaENTGtNQ4anQuKLWc5u,UnknownLink,subject,object
rel-0001100,NK-KJqEiwYbdLdRcikZrGTDDk,NK-FDtSN679aX3fMMmGA83nFN,UnknownLink,subject,object
rel-0001101,NK-SiJ4n4q4wrQgc8zcJporZk,NK-DDGa4F9wrjoHj3AN8FEos3,Ownership,owner,asset
rel-0001102,NK-dEqWCxXHxuQ4tbWFS9UWLv,NK-Nd8GyBBe8UwaXCPAmqMkbo,Ownership,owner,asset
rel-0001103,NK-Zi7ccTjftTTfka6egtJuVW,NK-kqfcYdwc8VCbLhD59Fa6Sz,Ownership,owner,asset
rel-0001104,NK-RbvY3HuLn4ufR5gd9ECMZm,NK-Dnp9aPaMzqDTKNxBY5Z9JC,Ownership,owner,asset
rel-0001105,NK-3zKatenZzkowaunwYtYawK,NK-esY7fRZz5VPXwaZ5p7j7XM,UnknownLink,subject,object
rel-0001106,NK-GKnd9kmsgXq4NgZ66LxXud,NK-DpUAZf9SqZkn3Bz7DZxDxB,Ownership,owner,asset
rel-0001107,NK-L9WbN4vFa9XqyUEwhcfhno,NK-PtVKj3tMAVxxbK6bBJimHj,Directorship,director,organization
rel-0001108,NK-KZAfWVvSzRxkHymUM8hqXq,NK-BSpG3biEbzT7CqwXNVcgwx,Ownership,owner,asset
rel-0001109,NK-n3mqNyNNPRiqGcWtWR9Uoq,NK-E9KnQFfMFz5rwcfKb6SLDv,Ownership,owner,asset
rel-0001110,NK-PoFYTud6gjzqU8X26mbo2e,NK-nssfmMJp2kG8mupMyDKxX3,Ownership,owner,asset
rel-0001111,NK-PRSL4tFHtourUqQDdwJWyb,NK-XiQuXNgCfPoTLXMr3kaGba,Ownership,owner,asset
rel-0001112,Q110801455,NK-cvF5CcU8BD7BVAnNupj6xv,Directorship,director,organization
rel-0001113,Q114160561,NK-bZe6y2RP5nkHCr3jckwC5X,Ownership,owner,asset
rel-0001114,NK-Zc6o4Z5D94X6P9SZ5Ewb7H,NK-Txa4V4K2RvipJ7NzGicCL3,Ownership,owner,asset
rel-0001115,Q16214810,NK-eL4aPtkjAXJrjNbPqSpYZJ,Ownership,owner,asset
rel-0001116,NK-iMTpnhUKtSFSUgewiCNUQA,NK-h3793r2jVULzWhePAvJ3L6,Ownership,owner,asset
rel-0001117,NK-9ULrhWuW9Lmq8s4E3N2HAi,NK-mMpwzAU7GWKBrLCcSqb8mu,UnknownLink,subject,object
rel-0001118,Q89765498,NK-cvF5CcU8BD7BVAnNupj6xv,Directorship,director,organization
rel-0001119,NK-7QQBZUF7JEdipQQb8ycJEx,NK-iLS2jEjrcRYhPJPKCJtrWA,UnknownLink,subject,object
rel-0001120,NK-JwVhtnDtAGE6zcqrtpkiJG,NK-fgcHMnUwhjgiXjzomoCxXt,Ownership,owner,asset
rel-0001121,Q111470677,NK-KZFFUx3eSrF3LK9X7uVNz4,UnknownLink,subject,object
rel-0001122,NK-b3fcbf4CHMfChZi52uVcjS,NK-3WV9EaEUBS45g2zsEKnREH,Ownership,owner,asset
rel-0001123,NK-4GWEWjFw2Z7ReUVhHbvVwu,Q319497,Family,person,relative
rel-0001124,Q315514,NK-7KdJY6Khh8UaJRXftjip3U,Ownership,owner,asset
rel-0001125,NK-QshH5t2Vu8uNjMSsmJNeaU,NK-5XsTbEAXT8XENeakUZGhQF,Ownership,owner,asset
rel-0001126,NK-WfC229zKE2zSTweQXpRz85,NK-fAKwo4MUG4rSD5Q9jJLXfg,Ownership,owner,asset
rel-0001127,Q110795062,NK-cvF5CcU8BD7BVAnNupj6xv,Directorship,director,organization
rel-0001128,NK-Zc6o4Z5D94X6P9SZ5Ewb7H,NK-5gnjT3SGNU92UYmGJdrbWN,Ownership,owner,asset
rel-0001129,NK-A4X2h2h3BqwCTaWKNWhRox,NK-dEqWCxXHxuQ4tbWFS9UWLv,UnknownLink,subject,object
rel-0001130,NK-c48LUEpjEJxhR65gh7mjTH,NK-hT4K5Nf4vUjDnjKSEKTaUf,UnknownLink,subject,object
rel-0001131,NK-Zc6o4Z5D94X6P9SZ5Ewb7H,NK-4oGUmqh9JunF435i3Bm9TJ,Ownership,owner,asset
rel-0001132,NK-WMBfe4dSbSHU9ChvyRtTmk,NK-ZuvNotnqRKSnir6CC8e4ye,Ownership,owner,asset
rel-0001133,NK-b3fcbf4CHMfChZi52uVcjS,NK-YgkL3C8VtpTR44qQ8xQFmR,Ownership,owner,asset
rel-0001134,NK-Aj9RpThT5jzt5RprwS8X4r,NK-Kq3hfqReyznLKmPkv7pmjm,Ownership,owner,asset
rel-0001135,NK-BEkewh2rqiEytz6sTWhJay,NK-nqBP4rsHDVnFg3zRiVQPj6,Ownership,owner,asset
rel-0001136,NK-SVh4ZYDd5ehmHswsjwtUoz,NK-9wTegQ2v4kgAh8cihAveMG,Ownership,owner,asset
rel-0001137,NK-Zc6o4Z5D94X6P9SZ5Ewb7H,NK-KZGvBNUsnVQk6Kdh6Lzj9T,Ownership,owner,asset
rel-0001138,NK-WbRYYGP6AkTjn5VyomTR6i,NK-i6qnkXQKUZz9VCWpGoPwrC,Ownership,owner,asset
rel-0001139,NK-VDEKGF5ZgHAkye4kGuUXs3,NK-bJb59zuUWPns8m9DJzzJwe,Ownership,owner,asset
rel-0001140,NK-QnhjTEAjQfSkoeiGsuJr8u,NK-UZsmpZ5MzRKhTXLRPhQheo,Ownership,owner,asset
rel-0001141,Q315514,NK-JhWtpqVA9ohR5eBdohRVxK,Ownership,owner,asset
rel-0001142,NK-EsgJuMFxEHoniHVAkx4zFt,NK-dW4Z4TEm9U8XCSuKc6Br3X,Ownership,owner,asset
rel-0001143,NK-Zc6o4Z5D94X6P9SZ5Ewb7H,NK-fKmppZyB6u4aJ97nEqpA64,Ownership,owner,asset
rel-0001144,NK-QPo7L2drAT53ECaJ7g7jD8,NK-kTvcyss2WShuHHgp7rRU6f,Ownership,owner,asset
rel-0001145,NK-P7DotjxhpxznfyL3DUTEUA,ofac-43203,Ownership,owner,asset
rel-0001146,NK-Zc6o4Z5D94X6P9SZ5Ewb7H,NK-MXHiv8hX8rxjPTaKW7C4Ww,Ownership,owner,asset
rel-0001147,NK-MX3rxH6wzmzTXAJLx3LEy7,NK-iMD62p6xmPvZm3aKrhtYHd,UnknownLink,subject,object
rel-0001148,NK-GKnd9kmsgXq4NgZ66LxXud,NK-nFg77q6vHJLmSUp8mm3pPS,UnknownLink,subject,object
rel-0001149,NK-dwGHsmXtjM2q4inQJDPu5R,NK-npdZSrDYbpdVnmUndsGzzA,UnknownLink,subject,object
rel-0001150,NK-A8UZyRadaaXAuH4vub8FCz,NK-Lm7Ztub6MZnzUV9sXvgKjW,Ownership,owner,asset
rel-0001151,NK-jQaRiTmgiaYDkvy7k85P25,NK-NLmncqUzjkK7QJMKwayTgB,Ownership,owner,asset
rel-0001152,NK-jqXHr8jsSFcyJZjkP7Jmvd,NK-PftaXieKXWLYzZME7PQrQs,Ownership,owner,asset
rel-0001153,NK-mAtqGuyku7pBj4bMCGfWN2,NK-4uiSPuepdSjdPhJRqmfkEJ,Ownership,owner,asset
rel-0001154,NK-QegQbc9iyDGuD5cLwgSCDR,NK-TwwXP3FbX2qm3JKykbL9AK,Ownership,owner,asset
rel-0001155,NK-X5iawSa5BbFxZuaTrSfTBr,NK-biCGPDdQJzbuiywdUbZxFm,Ownership,owner,asset
rel-0001156,NK-Vr8gAixNuCNEBs63JR4WDL,NK-DK2ZTY4LcKSxYNwrJkiJLB,UnknownLink,subject,object
rel-0001157,Q120852959,Q36597284,Directorship,director,organization
rel-0001158,NK-gmGdMC9aMu6Zm3kEivMSDP,NK-npdZSrDYbpdVnmUndsGzzA,UnknownLink,subject,object
rel-0001159,Q459927,NK-3zgXzw7ZRyJmXzTUh9GDBh,Directorship,director,organization
rel-0001160,NK-Zc6o4Z5D94X6P9SZ5Ewb7H,NK-Sr87bV9q3ejMkaoeMp3dE4,Ownership,owner,asset
rel-0001161,NK-5En6RWSN3xqL6BCTvmdfqh,NK-HLWCjF8AJxgN6raBiwWXeE,UnknownLink,subject,object
rel-0001162,NK-YcZtFbPEwqJSDvqbKDYTYk,NK-WgTMoCMFMcrHQjrQe5D4Q9,Ownership,owner,asset
rel-0001163,NK-f7u9JR4f7piS8PngjTkUSa,NK-iWx5bekNtr99YNQ2EsPFSS,Ownership,owner,asset
rel-0001164,Q138573101,NK-YbTHVWh7KgMfpAeMqvN6SR,Directorship,director,organization
rel-0001165,NK-PtJ7592RocyeBKYg3Tsiwf,NK-NGo23ML9FxfEYAiQteZCBC,Ownership,owner,asset
rel-0001166,NK-AmDHPkRMVPjtGDdyjioRFK,NK-7GR9woQMeKNctzoL2oSA5X,Ownership,owner,asset
rel-0001167,NK-WAxUG4nLLMM8W5KJxLJuP8,NK-A8BvyxJLhRFA9FbcBbRbNd,Ownership,owner,asset
rel-0001168,Q109492463,NK-jqXHr8jsSFcyJZjkP7Jmvd,Directorship,director,organization
rel-0001169,NK-gLrRAL5fuoKiAJA6VhfkSX,NK-X4Txw7PEfcvRAXGVim2NFQ,Ownership,owner,asset
rel-0001170,Q39082679,NK-moHuPkGoKLgsz7aSmw89BH,Ownership,owner,asset
rel-0001171,Q503147,NK-9GAmkL87grGKRvxpZGbrZP,Ownership,owner,asset
rel-0001172,NK-U8ZZ7a52LPZWdPTBqs2rcZ,NK-bsg9ZAtDiWmMwUQdUTrUyZ,Ownership,owner,asset
rel-0001173,NK-Zc6o4Z5D94X6P9SZ5Ewb7H,NK-5Wr8VNqEr8LfnzUqQNYeMj,Ownership,owner,asset
rel-0001174,NK-gd3fmDAo48phB7TfnsCGGQ,NK-LH7K5tjiqjqMEPS4g2QFpb,Ownership,owner,asset
rel-0001175,NK-VDEKGF5ZgHAkye4kGuUXs3,NK-BFWy5x37LvL5eZFNQ4cZbJ,Ownership,owner,asset
rel-0001176,NK-Zc6o4Z5D94X6P9SZ5Ewb7H,NK-hH5uQToRGHUSKBNnoe5cxq,Ownership,owner,asset
rel-0001177,NK-n3mqNyNNPRiqGcWtWR9Uoq,NK-c9CirADoJuh4J6MYumjpSM,Ownership,owner,asset
rel-0001178,Q131289193,NK-LWyxcCNQdUgV3tcVNFmES2,Ownership,owner,asset
rel-0001179,NK-FPKSDiSBdzCVmgFUbDbiM9,NK-nFg77q6vHJLmSUp8mm3pPS,UnknownLink,subject,object
rel-0001180,NK-jQaRiTmgiaYDkvy7k85P25,NK-QYjyT6KHGLL4PLDTxnmkaD,Ownership,owner,asset
rel-0001181,NK-Zc6o4Z5D94X6P9SZ5Ewb7H,NK-GJdkhsbuHfc2oq8hHC6Sr5,Ownership,owner,asset
rel-0001182,NK-hzsNvG6xj84xrRkP2Q2UAX,NK-aeYzRoF89W4djnzFfujpaN,Ownership,owner,asset
rel-0001183,NK-LXRaFnq9ExG7RpeA2NpZK3,NK-BVwf2eX7xaFNV55pLj8ZpX,Ownership,owner,asset
rel-0001184,NK-irL82CF9DSniS7t3d2u8KE,NK-4aeQViLRgpZctfsWyZvcj5,UnknownLink,subject,object
rel-0001185,NK-EZxqneQE6K7JVWpHySAHgg,NK-5DXaHGFJ5mTdvvRY9t4nKC,Ownership,owner,asset
rel-0001186,Q58010140,NK-bfvDXBAz9vack4aJqXbf5G,Ownership,owner,asset
rel-0001187,NK-PtJ7592RocyeBKYg3Tsiwf,NK-YKtuMJRCvsrqvRaeH2ZYsw,Ownership,owner,asset
rel-0001188,NK-kyt5wK6AkjBsVRWyKz9NDR,NK-Lbzku4gko3MSmYdMVzPS96,Ownership,owner,asset
rel-0001189,NK-jwaS6fDuK2uzvRrsDRwkfo,NK-m4AGHb4xKUBi6tXK8wqtEf,Ownership,owner,asset
rel-0001190,NK-Zi7ccTjftTTfka6egtJuVW,NK-Rv3GgfxN87s8yUVQiGgRKW,Ownership,owner,asset
rel-0001191,NK-jqXHr8jsSFcyJZjkP7Jmvd,NK-njXgFmszM3rbvRbvtsi796,Ownership,owner,asset
rel-0001192,NK-kGfA2ivonrQ4WBNLvXCfDy,NK-hVmEQ8xRcw3eMdPt8fy94G,UnknownLink,subject,object
rel-0001193,NK-hztcSH5VWZggqbjSCNCHs7,NK-Drvn5UtkQyATivSpbCMj3W,Ownership,owner,asset
rel-0001194,NK-d9HYtKZUFKYskwv9G9XQFN,NK-HjsT8mdR7prBE3teZwXmim,UnknownLink,subject,object
rel-0001195,NK-kNULoiM7XfTYeWLtTZ4UHg,NK-jbuK5iavVL8rwHYeUZ67sS,Ownership,owner,asset
rel-0001196,NK-mgmfKXHzsq6m7L7XsHFTWT,NK-3iqeBfzgoi2TXKRvNbBci5,Ownership,owner,asset
rel-0001197,NK-Zc6o4Z5D94X6P9SZ5Ewb7H,NK-RL4ky4jJRCGRBgCn6uuzRr,Ownership,owner,asset
rel-0001198,NK-PiLR6pXZNz5xaJaDSazWQL,NK-TL5Z8VryMchY2ujqui8hqd,Ownership,owner,asset
rel-0001199,NK-Zc6o4Z5D94X6P9SZ5Ewb7H,NK-X46Htjc5wEAVmJvAcaNzWs,Ownership,owner,asset
rel-0001200,NK-eRmwUfk3rVngHaYVPbUWUW,NK-NjasxQHfphbxdPJTrJDaXy,Ownership,owner,asset
rel-0001201,NK-AmbThu3v4nhxmXCotaUnXE,NK-ScZyhXuwEvVAsaRJAbJReX,Ownership,owner,asset
rel-0001202,NK-P7DotjxhpxznfyL3DUTEUA,ofac-43213,Ownership,owner,asset
rel-0001203,Q4219752,NK-YBchHQrzZYKAytn6p8poeL,Ownership,owner,asset
rel-0001204,NK-nVz3yXSjn4ohXiQY3Jvj5J,NK-NNU2XQVnifuWsz7SW5G3xK,Ownership,owner,asset
rel-0001205,Q503147,NK-jVMnHnF9TVbugRMSwdCNpG,Ownership,owner,asset
rel-0001206,NK-LiKjxnUbxLyRLrgjzTadEi,Q134691742,UnknownLink,subject,object
rel-0001207,NK-VDEKGF5ZgHAkye4kGuUXs3,NK-iCr4QNT3EeDqsdd7oAphui,Ownership,owner,asset
rel-0001208,NK-Zbok7My7eRsLY2YZhbznAf,NK-mAtqGuyku7pBj4bMCGfWN2,UnknownLink,subject,object
rel-0001209,NK-KZAfWVvSzRxkHymUM8hqXq,NK-dXjgYotjb6xDcnyoPFcUwt,Ownership,owner,asset
rel-0001210,NK-jqXHr8jsSFcyJZjkP7Jmvd,NK-WxpNQ8x3eLy6eHut9kqwaq,Ownership,owner,asset
rel-0001211,NK-b3fcbf4CHMfChZi52uVcjS,NK-c8XtC5rQecz8QLrxaiUzFY,Ownership,owner,asset
rel-0001212,NK-T9xK2F2HhQx7MbvcbuwRYG,NK-hzsNvG6xj84xrRkP2Q2UAX,UnknownLink,subject,object
rel-0001213,NK-P7DotjxhpxznfyL3DUTEUA,ofac-43209,Ownership,owner,asset
rel-0001214,NK-3nSXXXh5uHu63cdwXn9cpY,NK-mBBzoFiCVSvVraN7iG6JnK,Directorship,director,organization
rel-0001215,NK-n9zPrYgHSjPu4ZqLPZqcmh,NK-AHf2N4oKTgmKbMoTKk97mS,UnknownLink,subject,object
rel-0001216,NK-LbCHMiwfEwYUrpAuEK5PqF,NK-mgmfKXHzsq6m7L7XsHFTWT,UnknownLink,subject,object
rel-0001217,NK-iEM7dpQ8UdUEGm8VLoyoRH,NK-Ns5k4ezXFFLyRhCwkqTxTq,Ownership,owner,asset
rel-0001218,NK-TVFjFMwaosk6cgmem5u8yb,NK-dQoRjKcwQQufSaq46pCecT,Ownership,owner,asset
rel-0001219,NK-7GwNR2yDjD2LVQfNoKE4BY,Q1396860,Family,person,relative
rel-0001220,NK-m4AGHb4xKUBi6tXK8wqtEf,NK-hpKZMo8WcDm2qaxLvn6biK,Ownership,owner,asset
rel-0001221,NK-Zc6o4Z5D94X6P9SZ5Ewb7H,NK-dPAHoFnNYpHbRi82Gz9aW7,Ownership,owner,asset
rel-0001222,Q18275117,NK-3GukEPkqPpgqgbdVnK2KFw,Directorship,director,organization
rel-0001223,NK-eRmwUfk3rVngHaYVPbUWUW,NK-bTAwfkzwnDJLDz9rjXfBWa,Ownership,owner,asset
rel-0001224,Q16214810,NK-89fyouWj2MpZChdqnoDkiz,Ownership,owner,asset
rel-0001225,Q5644670,NK-PTZKrbXo7svQGtTsKCirjX,Ownership,owner,asset
rel-0001226,NK-P7DotjxhpxznfyL3DUTEUA,ofac-43171,Ownership,owner,asset
rel-0001227,Q116457576,NK-MzDaidPRs3ccghN6HYQxrM,Ownership,owner,asset
rel-0001228,NK-BA4PDofbzjMfnYCGBYeH9T,NK-8oMaKULbRsqAyFtr9r7quq,Ownership,owner,asset
rel-0001229,Q118903058,NK-KZFFUx3eSrF3LK9X7uVNz4,Directorship,director,organization
rel-0001230,NK-KV82mvfQGNGy8a93R8NEbU,NK-nCLcbPPDxB778n6VC6emHx,Ownership,owner,asset
rel-0001231,NK-Zc6o4Z5D94X6P9SZ5Ewb7H,NK-gkRiG6V9Di5j2oCqkFXhG9,Ownership,owner,asset
